,CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Id,Churn,State,Latitude,Longitude,ZipCode,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
3643,7389-KBFIT,Female,No,Yes,Yes,2,Month-to-month,Mailed check,Yes,30.25,63.75,7389-KBFIT,No,California,37.245505,-118.06294299999999,93513,No,No phone service,DSL,No,Yes,No,No,No,No
3644,7176-WIONM,Female,No,Yes,No,12,Month-to-month,Bank transfer (automatic),Yes,49.85,617.15,7176-WIONM,No,California,37.045840000000005,-118.397236,93514,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
3645,5141-ZUVBH,Female,No,No,Yes,9,Month-to-month,Bank transfer (automatic),No,93.0,870.25,5141-ZUVBH,No,California,34.957029999999996,-117.73045,93516,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
3646,1089-HDMKP,Male,Yes,No,Yes,11,Month-to-month,Electronic check,Yes,54.55,601.25,1089-HDMKP,No,California,38.184583,-119.28655800000001,93517,Yes,No,DSL,No,Yes,No,Yes,No,No
3647,7623-HKYRK,Male,No,No,Yes,6,Month-to-month,Mailed check,No,19.7,111.65,7623-HKYRK,No,California,35.358953,-118.527064,93518,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3648,0310-SUCIN,Female,No,Yes,No,71,One year,Bank transfer (automatic),Yes,84.8,6046.1,0310-SUCIN,No,California,36.319181,-117.593053,93522,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3649,5197-PYEPU,Female,No,Yes,Yes,42,One year,Credit card (automatic),Yes,94.45,3923.8,5197-PYEPU,No,California,34.966777,-117.961179,93523,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
3650,6619-RPLQZ,Female,No,Yes,Yes,45,Two year,Mailed check,No,20.85,892.15,6619-RPLQZ,No,California,37.730269,-119.05581299999999,93529,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3651,3275-RHRNE,Male,No,Yes,Yes,28,One year,Credit card (automatic),Yes,60.0,1682.05,3275-RHRNE,No,California,36.560497999999995,-117.962461,93530,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
3652,3503-TYDAY,Female,No,Yes,No,43,Month-to-month,Electronic check,No,80.45,3398.9,3503-TYDAY,No,California,35.214982,-118.59048999999999,93531,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
3653,6901-GOGZG,Male,No,No,Yes,60,Two year,Electronic check,Yes,84.95,4984.85,6901-GOGZG,No,California,34.659579,-118.58421200000001,93532,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
3654,7021-XSNYE,Male,No,Yes,Yes,7,Two year,Credit card (automatic),No,49.65,305.55,7021-XSNYE,No,California,34.712708,-117.889656,93535,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
3655,9621-OUPYD,Female,No,Yes,No,25,One year,Bank transfer (automatic),Yes,20.2,507.9,9621-OUPYD,No,California,34.741406,-118.38111,93536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3656,8982-NHAVY,Male,No,No,No,27,One year,Bank transfer (automatic),Yes,100.5,2673.45,8982-NHAVY,No,California,34.505272999999995,-117.955054,93543,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3657,4307-KWMXE,Male,No,No,No,10,Month-to-month,Electronic check,No,35.75,389.8,4307-KWMXE,No,California,34.500091,-117.76586200000001,93544,No,No phone service,DSL,No,Yes,No,Yes,No,No
3658,0141-YEAYS,Female,Yes,No,No,27,Month-to-month,Bank transfer (automatic),Yes,86.45,2401.05,0141-YEAYS,No,California,36.590415,-118.07383899999999,93545,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
3659,2450-ZKEED,Female,No,No,No,11,One year,Bank transfer (automatic),No,53.8,651.55,2450-ZKEED,No,California,37.550074,-118.837167,93546,Yes,No,DSL,No,No,Yes,Yes,No,No
3660,3694-DELSO,Male,No,Yes,Yes,4,Month-to-month,Credit card (automatic),No,38.55,156.1,3694-DELSO,No,California,36.296851000000004,-117.86546899999999,93549,No,No phone service,DSL,Yes,No,No,No,Yes,No
3661,3893-JRNFS,Male,No,No,No,68,Month-to-month,Bank transfer (automatic),Yes,39.9,2796.35,3893-JRNFS,No,California,34.536232,-118.082935,93550,No,No phone service,DSL,No,No,Yes,No,No,Yes
3662,9603-OAIHC,Male,Yes,No,No,1,Month-to-month,Electronic check,Yes,70.05,70.05,9603-OAIHC,No,California,34.613476,-118.256358,93551,Yes,No,Fiber optic,No,No,No,No,No,No
3663,1133-KXCGE,Female,No,No,No,18,One year,Mailed check,No,20.1,407.05,1133-KXCGE,No,California,34.557711,-118.02944099999999,93552,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3664,0142-GVYSN,Male,No,No,No,26,Month-to-month,Electronic check,Yes,20.3,511.25,0142-GVYSN,No,California,35.405722,-117.773354,93554,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3665,1049-FYSYG,Female,No,Yes,No,17,Month-to-month,Credit card (automatic),Yes,35.65,646.05,1049-FYSYG,No,California,35.603913,-117.67828,93555,No,No phone service,DSL,No,Yes,Yes,No,No,No
3666,8406-LNMHF,Male,Yes,Yes,No,59,One year,Credit card (automatic),Yes,82.95,4903.15,8406-LNMHF,No,California,35.74837,-117.384948,93562,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
3667,1821-BUCWY,Male,No,No,No,30,Two year,Mailed check,Yes,55.65,1653.85,1821-BUCWY,No,California,34.39583,-117.734568,93563,Yes,No,DSL,Yes,No,Yes,No,No,No
3668,0023-UYUPN,Female,Yes,Yes,No,50,One year,Electronic check,No,25.2,1306.3,0023-UYUPN,No,California,37.375816,-119.739935,93601,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3669,8314-DPQHL,Male,No,No,No,9,One year,Mailed check,No,50.8,463.6,8314-DPQHL,No,California,36.991762,-119.242874,93602,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
3670,1465-WCZVT,Female,No,Yes,Yes,3,Month-to-month,Mailed check,No,19.65,60.65,1465-WCZVT,No,California,36.64545,-118.924982,93603,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3671,9481-SFCQY,Female,No,No,Yes,14,Month-to-month,Credit card (automatic),Yes,59.8,824.85,9481-SFCQY,No,California,37.458366999999996,-119.34501100000001,93604,Yes,No,DSL,No,No,Yes,No,Yes,No
3672,6360-SVNWV,Female,Yes,No,No,31,Month-to-month,Credit card (automatic),Yes,73.55,2094.65,6360-SVNWV,No,California,37.17277,-119.2997,93605,Yes,No,Fiber optic,Yes,No,No,No,No,No
3673,0567-GGCAC,Female,No,No,No,7,Month-to-month,Electronic check,No,61.4,438.9,0567-GGCAC,No,California,36.798882,-120.01951100000001,93606,Yes,No,DSL,Yes,Yes,Yes,No,No,No
3674,8884-MRNSU,Male,No,Yes,No,17,One year,Bank transfer (automatic),No,19.9,329.75,8884-MRNSU,No,California,36.5276,-119.865999,93609,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3675,2171-UDMFD,Male,No,Yes,Yes,32,Month-to-month,Credit card (automatic),Yes,19.45,674.55,2171-UDMFD,No,California,37.100947999999995,-120.27013600000001,93610,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3676,9050-IKDZA,Female,Yes,No,No,2,Month-to-month,Mailed check,No,81.5,162.55,9050-IKDZA,No,California,36.917652000000004,-119.59375700000001,93611,Yes,No,Fiber optic,No,No,No,No,Yes,No
3677,9802-CAQUT,Female,No,Yes,Yes,72,Two year,Credit card (automatic),No,109.55,7887.25,9802-CAQUT,No,California,37.212191,-119.749323,93614,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3678,0187-WZNAB,Female,No,Yes,Yes,27,Month-to-month,Mailed check,No,74.4,1972.35,0187-WZNAB,No,California,36.657462,-119.595293,93616,Yes,No,Fiber optic,Yes,No,No,No,No,No
3679,1475-VWVDO,Male,No,No,No,7,Month-to-month,Electronic check,Yes,74.9,490.55,1475-VWVDO,No,California,37.045728000000004,-120.63068200000001,93620,Yes,No,Fiber optic,No,No,Yes,No,No,No
3680,1357-MVDOZ,Male,No,Yes,Yes,11,Month-to-month,Bank transfer (automatic),Yes,59.65,683.25,1357-MVDOZ,No,California,36.785618,-120.625382,93622,Yes,No,DSL,No,No,Yes,No,Yes,No
3681,7602-MVRMB,Female,No,Yes,Yes,72,Two year,Bank transfer (automatic),Yes,110.45,8058.85,7602-MVRMB,No,California,37.483534999999996,-119.679414,93623,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3682,1197-BVMVG,Female,Yes,No,No,4,Month-to-month,Electronic check,Yes,74.45,294.45,1197-BVMVG,No,California,37.027663000000004,-119.69056,93626,Yes,Yes,Fiber optic,No,No,No,No,No,No
3683,5406-KGRMX,Female,No,No,No,71,Two year,Electronic check,No,24.55,1719.15,5406-KGRMX,No,California,36.520537,-120.118055,93627,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3684,5968-HYJRZ,Male,No,Yes,Yes,47,Two year,Mailed check,No,24.55,1160.45,5968-HYJRZ,No,California,36.727418,-120.123526,93630,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3685,5198-EFNBM,Male,Yes,Yes,No,57,One year,Electronic check,Yes,90.65,5199.8,5198-EFNBM,No,California,36.478239,-119.52136999999999,93631,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
3686,7516-GMHUV,Male,Yes,Yes,No,50,Two year,Credit card (automatic),Yes,105.05,5163.3,7516-GMHUV,No,California,37.290606,-119.216328,93634,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3687,7140-ADSMJ,Male,No,No,No,8,Month-to-month,Credit card (automatic),Yes,20.45,162.3,7140-ADSMJ,No,California,36.995162,-120.955099,93635,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3688,2230-XTUWL,Female,No,Yes,Yes,48,Two year,Mailed check,No,19.55,883.35,2230-XTUWL,No,California,36.902954,-120.194274,93637,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3689,7706-YLMQA,Female,No,No,No,70,One year,Bank transfer (automatic),No,19.7,1341.5,7706-YLMQA,No,California,37.004068,-119.930027,93638,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3690,2585-KTFRE,Male,No,No,Yes,1,Month-to-month,Bank transfer (automatic),Yes,70.45,70.45,2585-KTFRE,No,California,36.687292,-120.437354,93640,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
3691,7994-UYIVZ,Male,No,Yes,No,8,Month-to-month,Bank transfer (automatic),Yes,85.65,659.45,7994-UYIVZ,No,California,36.696759,-119.024051,93641,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3692,7717-BICXI,Male,No,Yes,Yes,60,Two year,Mailed check,No,20.55,1205.05,7717-BICXI,No,California,37.140104,-119.65709199999999,93645,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3693,6559-RAKOZ,Male,No,Yes,Yes,49,One year,Electronic check,Yes,97.95,4917.9,6559-RAKOZ,No,California,36.633497999999996,-119.298895,93646,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3694,4716-MRVEN,Female,No,No,No,29,One year,Mailed check,No,20.0,599.3,4716-MRVEN,No,California,36.622237,-119.521126,93648,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3695,2143-LJULT,Female,No,Yes,No,67,Two year,Credit card (automatic),Yes,25.25,1733.15,2143-LJULT,No,California,36.841654999999996,-119.79711299999998,93650,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3696,3200-MNQTF,Male,No,Yes,No,67,Two year,Credit card (automatic),No,70.9,4677.1,3200-MNQTF,No,California,36.594542,-119.905245,93652,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
3697,6164-HXUGH,Female,No,Yes,Yes,6,Month-to-month,Mailed check,No,19.85,119.3,6164-HXUGH,No,California,37.252057,-119.95783,93653,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3698,5630-IXDXV,Female,No,No,No,47,Month-to-month,Electronic check,Yes,106.35,4849.1,5630-IXDXV,No,California,36.636638,-119.421842,93654,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3699,0320-DWVTU,Female,No,No,No,53,Two year,Mailed check,No,99.5,5424.25,0320-DWVTU,No,California,36.452211,-119.94575,93656,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
3700,9135-MGVPY,Male,No,Yes,No,69,Two year,Mailed check,Yes,84.7,5878.9,9135-MGVPY,No,California,36.819628,-119.44041399999999,93657,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3701,1212-GLHMD,Male,No,No,No,3,Month-to-month,Mailed check,Yes,86.05,244.85,1212-GLHMD,No,California,36.600193,-120.153393,93660,Yes,No,Fiber optic,Yes,No,No,No,No,Yes
3702,7878-JGDKK,Male,No,No,No,4,Month-to-month,Mailed check,No,44.55,220.75,7878-JGDKK,No,California,36.545322,-119.64228100000001,93662,Yes,No,DSL,No,No,No,No,No,No
3703,1088-AUUZZ,Male,No,Yes,Yes,56,Two year,Credit card (automatic),Yes,75.85,4261.2,1088-AUUZZ,No,California,37.223,-119.001021,93664,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes
3704,6614-YWYSC,Male,Yes,Yes,No,61,Two year,Bank transfer (automatic),No,25.0,1501.75,6614-YWYSC,No,California,36.545353000000006,-119.33853500000001,93666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3705,9588-OZDMQ,Female,No,Yes,No,2,Month-to-month,Electronic check,Yes,45.0,89.75,9588-OZDMQ,No,California,36.993666,-119.34826699999999,93667,Yes,No,DSL,No,No,No,No,No,No
3706,6476-EPYZR,Male,No,Yes,Yes,12,Month-to-month,Mailed check,No,20.5,255.5,6476-EPYZR,No,California,37.287758000000004,-119.548156,93669,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3707,1174-FGIFN,Female,No,Yes,Yes,28,One year,Electronic check,Yes,90.45,2509.25,1174-FGIFN,No,California,36.719141,-119.20267700000001,93675,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
3708,6620-HVDUJ,Male,No,No,No,24,Month-to-month,Bank transfer (automatic),No,60.45,1440.75,6620-HVDUJ,No,California,36.749403,-119.78757399999999,93701,Yes,No,DSL,Yes,Yes,No,Yes,No,No
3709,1032-MAELW,Female,No,Yes,Yes,68,One year,Electronic check,Yes,78.45,5333.35,1032-MAELW,No,California,36.768774,-119.76263300000001,93703,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
3710,7641-TQFHN,Male,No,No,Yes,39,Two year,Mailed check,No,100.55,3895.35,7641-TQFHN,No,California,36.799648,-119.801247,93704,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3711,1552-TKMXS,Female,No,Yes,No,42,Month-to-month,Credit card (automatic),No,20.35,869.9,1552-TKMXS,No,California,36.787240000000004,-119.82781299999999,93705,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3712,8622-ZLFKO,Female,No,Yes,No,6,Month-to-month,Electronic check,Yes,90.75,512.25,8622-ZLFKO,No,California,36.822715,-119.761826,93710,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
3713,6188-UXBBR,Female,No,Yes,No,38,One year,Credit card (automatic),Yes,20.25,814.75,6188-UXBBR,No,California,36.878709,-119.7645,93720,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3714,2333-KWEWW,Male,No,No,No,18,Two year,Credit card (automatic),No,20.05,388.6,2333-KWEWW,No,California,36.732694,-119.783786,93721,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3715,5702-SKUOB,Female,No,Yes,No,4,Month-to-month,Mailed check,No,19.6,93.45,5702-SKUOB,No,California,36.78979,-119.92989399999999,93722,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3716,1134-YWTYF,Male,No,Yes,No,27,Month-to-month,Electronic check,Yes,53.8,1389.85,1134-YWTYF,No,California,36.623632,-119.741322,93725,Yes,No,DSL,No,Yes,No,Yes,No,No
3717,6061-GWWAV,Male,No,No,Yes,41,One year,Mailed check,No,70.2,2894.55,6061-GWWAV,No,California,36.793601,-119.761131,93726,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No
3718,0679-TDGAK,Male,No,Yes,Yes,50,One year,Electronic check,No,75.5,4025.6,0679-TDGAK,No,California,36.751489,-119.68072,93727,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
3719,6585-WCEWR,Male,No,Yes,Yes,72,Two year,Electronic check,No,20.35,1354.4,6585-WCEWR,No,California,36.757345,-119.818274,93728,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3720,9067-YGSCA,Female,No,No,No,70,One year,Credit card (automatic),No,26.05,1856.4,9067-YGSCA,No,California,36.64152,-121.622188,93901,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3721,9067-SQTNS,Male,No,Yes,Yes,44,One year,Bank transfer (automatic),No,20.6,926.0,9067-SQTNS,No,California,36.667794,-121.60130600000001,93905,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3722,1776-SPBWV,Female,No,Yes,Yes,34,One year,Bank transfer (automatic),Yes,20.1,682.1,1776-SPBWV,No,California,36.77462,-121.66471399999999,93907,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3723,8735-SDUFN,Female,Yes,Yes,No,72,Two year,Bank transfer (automatic),No,24.3,1778.7,8735-SDUFN,No,California,36.624338,-121.615669,93908,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3724,9668-PUGNU,Male,No,Yes,No,71,Two year,Electronic check,Yes,24.5,1816.2,9668-PUGNU,No,California,36.092975,-121.549826,93920,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3725,9405-GPBBG,Female,No,No,No,64,Two year,Credit card (automatic),Yes,110.5,7069.25,9405-GPBBG,No,California,36.554618,-121.92223899999999,93921,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3726,1926-QUZNN,Female,No,Yes,No,72,Two year,Bank transfer (automatic),Yes,25.25,1841.2,1926-QUZNN,No,California,36.460611,-121.852507,93923,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3727,7016-NVRIC,Male,Yes,Yes,No,29,One year,Bank transfer (automatic),No,90.1,2656.7,7016-NVRIC,No,California,36.596271,-121.442274,93925,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes
3728,5829-NVSQN,Female,No,Yes,No,23,One year,Bank transfer (automatic),Yes,68.75,1689.45,5829-NVSQN,No,California,36.52588,-121.39671899999999,93926,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
3729,9565-AXSMR,Male,No,Yes,Yes,52,Two year,Mailed check,No,19.2,1054.75,9565-AXSMR,No,California,36.248708,-121.38661699999999,93927,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3730,8869-LIHMK,Female,No,No,No,64,Two year,Bank transfer (automatic),Yes,115.1,7334.05,8869-LIHMK,No,California,36.220760999999996,-120.980777,93930,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3731,0447-RXSGD,Male,No,No,No,24,Month-to-month,Bank transfer (automatic),Yes,99.65,2404.85,0447-RXSGD,No,California,36.362741,-121.869685,93940,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3732,4927-WWOOZ,Male,No,Yes,No,2,Month-to-month,Electronic check,Yes,91.45,171.45,4927-WWOOZ,No,California,36.618337,-121.92641699999999,93950,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
3733,5788-YPOEG,Female,No,Yes,Yes,34,Two year,Mailed check,No,84.75,2839.45,5788-YPOEG,No,California,36.587497,-121.94481499999999,93953,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3734,0661-KBKPA,Male,No,Yes,Yes,53,One year,Mailed check,Yes,78.75,3942.45,0661-KBKPA,No,California,36.625114,-121.82356499999999,93955,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
3735,9081-WWXKP,Female,No,Yes,Yes,47,Two year,Credit card (automatic),No,20.25,873.4,9081-WWXKP,No,California,36.414215999999996,-121.360597,93960,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3736,0784-ZQJZX,Male,No,No,Yes,72,Two year,Credit card (automatic),No,19.9,1529.65,0784-ZQJZX,No,California,36.624641,-121.647195,93962,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3737,3133-PZNSR,Male,No,Yes,Yes,72,Two year,Credit card (automatic),Yes,97.75,6991.6,3133-PZNSR,No,California,37.509366,-122.306132,94002,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
3738,0722-SVSFK,Female,No,No,No,7,Month-to-month,Electronic check,Yes,100.4,715.0,0722-SVSFK,No,California,37.45567,-122.407992,94019,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
3739,3612-YVGSJ,Female,No,Yes,No,71,Two year,Credit card (automatic),Yes,24.45,1681.6,3612-YVGSJ,No,California,37.285677,-122.22416499999999,94020,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
